"TestIndex","TestId","ManifoldId","Run","Pass","Symbol","MarketGroup","Segment","FromDate","ToDate","SetFile","Report","ExpectedReport","IsUS100"
"2016","2016_RUN1_Pass3034_US500_OOS","RUN1_Pass3034","RUN1","3034","US500","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass3034.set","reports\expanded_basket\US500_D1StopLossSplit_RUN1_Pass3034_OOS_20180101_20260531.xml","reports\expanded_basket\US500_D1StopLossSplit_RUN1_Pass3034_OOS_20180101_20260531.xml.htm","False"
"2017","2017_RUN1_Pass3034_US30_IS","RUN1_Pass3034","RUN1","3034","US30","Indices","IS","2005.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass3034.set","reports\expanded_basket\US30_D1StopLossSplit_RUN1_Pass3034_IS_20050101_20120101.xml","reports\expanded_basket\US30_D1StopLossSplit_RUN1_Pass3034_IS_20050101_20120101.xml.htm","False"
"2018","2018_RUN1_Pass3034_US30_VAL","RUN1_Pass3034","RUN1","3034","US30","Indices","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass3034.set","reports\expanded_basket\US30_D1StopLossSplit_RUN1_Pass3034_VAL_20120101_20180101.xml","reports\expanded_basket\US30_D1StopLossSplit_RUN1_Pass3034_VAL_20120101_20180101.xml.htm","False"
"2019","2019_RUN1_Pass3034_US30_OOS","RUN1_Pass3034","RUN1","3034","US30","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass3034.set","reports\expanded_basket\US30_D1StopLossSplit_RUN1_Pass3034_OOS_20180101_20260531.xml","reports\expanded_basket\US30_D1StopLossSplit_RUN1_Pass3034_OOS_20180101_20260531.xml.htm","False"
"2020","2020_RUN1_Pass3034_US100_VAL","RUN1_Pass3034","RUN1","3034","US100","Indices","VAL","2014.09.15","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass3034.set","reports\expanded_basket\US100_D1StopLossSplit_RUN1_Pass3034_VAL_20140915_20180101.xml","reports\expanded_basket\US100_D1StopLossSplit_RUN1_Pass3034_VAL_20140915_20180101.xml.htm","True"
"2021","2021_RUN1_Pass3034_US100_OOS","RUN1_Pass3034","RUN1","3034","US100","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass3034.set","reports\expanded_basket\US100_D1StopLossSplit_RUN1_Pass3034_OOS_20180101_20260531.xml","reports\expanded_basket\US100_D1StopLossSplit_RUN1_Pass3034_OOS_20180101_20260531.xml.htm","True"
"2022","2022_RUN1_Pass3034_UK100_IS","RUN1_Pass3034","RUN1","3034","UK100","Indices","IS","2008.06.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass3034.set","reports\expanded_basket\UK100_D1StopLossSplit_RUN1_Pass3034_IS_20080601_20120101.xml","reports\expanded_basket\UK100_D1StopLossSplit_RUN1_Pass3034_IS_20080601_20120101.xml.htm","False"
"2023","2023_RUN1_Pass3034_UK100_VAL","RUN1_Pass3034","RUN1","3034","UK100","Indices","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass3034.set","reports\expanded_basket\UK100_D1StopLossSplit_RUN1_Pass3034_VAL_20120101_20180101.xml","reports\expanded_basket\UK100_D1StopLossSplit_RUN1_Pass3034_VAL_20120101_20180101.xml.htm","False"
"2024","2024_RUN1_Pass3034_UK100_OOS","RUN1_Pass3034","RUN1","3034","UK100","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass3034.set","reports\expanded_basket\UK100_D1StopLossSplit_RUN1_Pass3034_OOS_20180101_20260531.xml","reports\expanded_basket\UK100_D1StopLossSplit_RUN1_Pass3034_OOS_20180101_20260531.xml.htm","False"
"2025","2025_RUN1_Pass3034_USOIL_IS","RUN1_Pass3034","RUN1","3034","USOIL","Energy","IS","2005.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass3034.set","reports\expanded_basket\USOIL_D1StopLossSplit_RUN1_Pass3034_IS_20050101_20120101.xml","reports\expanded_basket\USOIL_D1StopLossSplit_RUN1_Pass3034_IS_20050101_20120101.xml.htm","False"
"2026","2026_RUN1_Pass3034_USOIL_VAL","RUN1_Pass3034","RUN1","3034","USOIL","Energy","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass3034.set","reports\expanded_basket\USOIL_D1StopLossSplit_RUN1_Pass3034_VAL_20120101_20180101.xml","reports\expanded_basket\USOIL_D1StopLossSplit_RUN1_Pass3034_VAL_20120101_20180101.xml.htm","False"
"2027","2027_RUN1_Pass3034_USOIL_OOS","RUN1_Pass3034","RUN1","3034","USOIL","Energy","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass3034.set","reports\expanded_basket\USOIL_D1StopLossSplit_RUN1_Pass3034_OOS_20180101_20260531.xml","reports\expanded_basket\USOIL_D1StopLossSplit_RUN1_Pass3034_OOS_20180101_20260531.xml.htm","False"
"2028","2028_RUN1_Pass3034_UKOIL_IS","RUN1_Pass3034","RUN1","3034","UKOIL","Energy","IS","2005.04.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass3034.set","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN1_Pass3034_IS_20050401_20120101.xml","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN1_Pass3034_IS_20050401_20120101.xml.htm","False"
"2029","2029_RUN1_Pass3034_UKOIL_VAL","RUN1_Pass3034","RUN1","3034","UKOIL","Energy","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass3034.set","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN1_Pass3034_VAL_20120101_20180101.xml","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN1_Pass3034_VAL_20120101_20180101.xml.htm","False"
"2030","2030_RUN1_Pass3034_UKOIL_OOS","RUN1_Pass3034","RUN1","3034","UKOIL","Energy","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass3034.set","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN1_Pass3034_OOS_20180101_20260531.xml","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN1_Pass3034_OOS_20180101_20260531.xml.htm","False"
"2031","2031_RUN2_Pass5116_EURUSD_IS","RUN2_Pass5116","RUN2","5116","EURUSD","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass5116_IS_20000101_20120101.xml","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass5116_IS_20000101_20120101.xml.htm","False"
"2032","2032_RUN2_Pass5116_EURUSD_VAL","RUN2_Pass5116","RUN2","5116","EURUSD","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml.htm","False"
"2033","2033_RUN2_Pass5116_EURUSD_OOS","RUN2_Pass5116","RUN2","5116","EURUSD","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml.htm","False"
"2034","2034_RUN2_Pass5116_GBPUSD_IS","RUN2_Pass5116","RUN2","5116","GBPUSD","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass5116_IS_20000101_20120101.xml","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass5116_IS_20000101_20120101.xml.htm","False"
"2035","2035_RUN2_Pass5116_GBPUSD_VAL","RUN2_Pass5116","RUN2","5116","GBPUSD","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml.htm","False"
"2036","2036_RUN2_Pass5116_GBPUSD_OOS","RUN2_Pass5116","RUN2","5116","GBPUSD","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml.htm","False"
"2037","2037_RUN2_Pass5116_USDJPY_IS","RUN2_Pass5116","RUN2","5116","USDJPY","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass5116_IS_20000101_20120101.xml","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass5116_IS_20000101_20120101.xml.htm","False"
"2038","2038_RUN2_Pass5116_USDJPY_VAL","RUN2_Pass5116","RUN2","5116","USDJPY","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml.htm","False"
"2039","2039_RUN2_Pass5116_USDJPY_OOS","RUN2_Pass5116","RUN2","5116","USDJPY","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml.htm","False"
"2040","2040_RUN2_Pass5116_EURJPY_IS","RUN2_Pass5116","RUN2","5116","EURJPY","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass5116_IS_20000101_20120101.xml","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass5116_IS_20000101_20120101.xml.htm","False"
"2041","2041_RUN2_Pass5116_EURJPY_VAL","RUN2_Pass5116","RUN2","5116","EURJPY","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml.htm","False"
"2042","2042_RUN2_Pass5116_EURJPY_OOS","RUN2_Pass5116","RUN2","5116","EURJPY","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml.htm","False"
"2043","2043_RUN2_Pass5116_XAUUSD_IS","RUN2_Pass5116","RUN2","5116","XAUUSD","Metals","IS","2006.04.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass5116_IS_20060401_20120101.xml","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass5116_IS_20060401_20120101.xml.htm","False"
"2044","2044_RUN2_Pass5116_XAUUSD_VAL","RUN2_Pass5116","RUN2","5116","XAUUSD","Metals","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml.htm","False"
"2045","2045_RUN2_Pass5116_XAUUSD_OOS","RUN2_Pass5116","RUN2","5116","XAUUSD","Metals","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml.htm","False"
"2046","2046_RUN2_Pass5116_XAGUSD_IS","RUN2_Pass5116","RUN2","5116","XAGUSD","Metals","IS","2006.04.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN2_Pass5116_IS_20060401_20120101.xml","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN2_Pass5116_IS_20060401_20120101.xml.htm","False"
"2047","2047_RUN2_Pass5116_XAGUSD_VAL","RUN2_Pass5116","RUN2","5116","XAGUSD","Metals","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml.htm","False"
"2048","2048_RUN2_Pass5116_XAGUSD_OOS","RUN2_Pass5116","RUN2","5116","XAGUSD","Metals","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml.htm","False"
"2049","2049_RUN2_Pass5116_US500_IS","RUN2_Pass5116","RUN2","5116","US500","Indices","IS","2005.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\US500_D1StopLossSplit_RUN2_Pass5116_IS_20050101_20120101.xml","reports\expanded_basket\US500_D1StopLossSplit_RUN2_Pass5116_IS_20050101_20120101.xml.htm","False"
"2050","2050_RUN2_Pass5116_US500_VAL","RUN2_Pass5116","RUN2","5116","US500","Indices","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\US500_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml","reports\expanded_basket\US500_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml.htm","False"
"2051","2051_RUN2_Pass5116_US500_OOS","RUN2_Pass5116","RUN2","5116","US500","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\US500_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml","reports\expanded_basket\US500_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml.htm","False"
"2052","2052_RUN2_Pass5116_US30_IS","RUN2_Pass5116","RUN2","5116","US30","Indices","IS","2005.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\US30_D1StopLossSplit_RUN2_Pass5116_IS_20050101_20120101.xml","reports\expanded_basket\US30_D1StopLossSplit_RUN2_Pass5116_IS_20050101_20120101.xml.htm","False"
"2053","2053_RUN2_Pass5116_US30_VAL","RUN2_Pass5116","RUN2","5116","US30","Indices","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\US30_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml","reports\expanded_basket\US30_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml.htm","False"
"2054","2054_RUN2_Pass5116_US30_OOS","RUN2_Pass5116","RUN2","5116","US30","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\US30_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml","reports\expanded_basket\US30_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml.htm","False"
"2055","2055_RUN2_Pass5116_US100_VAL","RUN2_Pass5116","RUN2","5116","US100","Indices","VAL","2014.09.15","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\US100_D1StopLossSplit_RUN2_Pass5116_VAL_20140915_20180101.xml","reports\expanded_basket\US100_D1StopLossSplit_RUN2_Pass5116_VAL_20140915_20180101.xml.htm","True"
"2056","2056_RUN2_Pass5116_US100_OOS","RUN2_Pass5116","RUN2","5116","US100","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\US100_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml","reports\expanded_basket\US100_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml.htm","True"
"2057","2057_RUN2_Pass5116_UK100_IS","RUN2_Pass5116","RUN2","5116","UK100","Indices","IS","2008.06.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\UK100_D1StopLossSplit_RUN2_Pass5116_IS_20080601_20120101.xml","reports\expanded_basket\UK100_D1StopLossSplit_RUN2_Pass5116_IS_20080601_20120101.xml.htm","False"
"2058","2058_RUN2_Pass5116_UK100_VAL","RUN2_Pass5116","RUN2","5116","UK100","Indices","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\UK100_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml","reports\expanded_basket\UK100_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml.htm","False"
"2059","2059_RUN2_Pass5116_UK100_OOS","RUN2_Pass5116","RUN2","5116","UK100","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\UK100_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml","reports\expanded_basket\UK100_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml.htm","False"
"2060","2060_RUN2_Pass5116_USOIL_IS","RUN2_Pass5116","RUN2","5116","USOIL","Energy","IS","2005.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\USOIL_D1StopLossSplit_RUN2_Pass5116_IS_20050101_20120101.xml","reports\expanded_basket\USOIL_D1StopLossSplit_RUN2_Pass5116_IS_20050101_20120101.xml.htm","False"
"2061","2061_RUN2_Pass5116_USOIL_VAL","RUN2_Pass5116","RUN2","5116","USOIL","Energy","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\USOIL_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml","reports\expanded_basket\USOIL_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml.htm","False"
"2062","2062_RUN2_Pass5116_USOIL_OOS","RUN2_Pass5116","RUN2","5116","USOIL","Energy","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\USOIL_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml","reports\expanded_basket\USOIL_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml.htm","False"
"2063","2063_RUN2_Pass5116_UKOIL_IS","RUN2_Pass5116","RUN2","5116","UKOIL","Energy","IS","2005.04.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN2_Pass5116_IS_20050401_20120101.xml","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN2_Pass5116_IS_20050401_20120101.xml.htm","False"
"2064","2064_RUN2_Pass5116_UKOIL_VAL","RUN2_Pass5116","RUN2","5116","UKOIL","Energy","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN2_Pass5116_VAL_20120101_20180101.xml.htm","False"
"2065","2065_RUN2_Pass5116_UKOIL_OOS","RUN2_Pass5116","RUN2","5116","UKOIL","Energy","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5116.set","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN2_Pass5116_OOS_20180101_20260531.xml.htm","False"
"2066","2066_RUN2_Pass3899_EURUSD_IS","RUN2_Pass3899","RUN2","3899","EURUSD","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass3899.set","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass3899_IS_20000101_20120101.xml","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass3899_IS_20000101_20120101.xml.htm","False"
"2067","2067_RUN2_Pass3899_EURUSD_VAL","RUN2_Pass3899","RUN2","3899","EURUSD","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass3899.set","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass3899_VAL_20120101_20180101.xml","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass3899_VAL_20120101_20180101.xml.htm","False"
"2068","2068_RUN2_Pass3899_EURUSD_OOS","RUN2_Pass3899","RUN2","3899","EURUSD","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass3899.set","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass3899_OOS_20180101_20260531.xml","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass3899_OOS_20180101_20260531.xml.htm","False"
"2069","2069_RUN2_Pass3899_GBPUSD_IS","RUN2_Pass3899","RUN2","3899","GBPUSD","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass3899.set","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass3899_IS_20000101_20120101.xml","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass3899_IS_20000101_20120101.xml.htm","False"
"2070","2070_RUN2_Pass3899_GBPUSD_VAL","RUN2_Pass3899","RUN2","3899","GBPUSD","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass3899.set","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass3899_VAL_20120101_20180101.xml","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass3899_VAL_20120101_20180101.xml.htm","False"
"2071","2071_RUN2_Pass3899_GBPUSD_OOS","RUN2_Pass3899","RUN2","3899","GBPUSD","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass3899.set","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass3899_OOS_20180101_20260531.xml","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass3899_OOS_20180101_20260531.xml.htm","False"
"2072","2072_RUN2_Pass3899_USDJPY_IS","RUN2_Pass3899","RUN2","3899","USDJPY","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass3899.set","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass3899_IS_20000101_20120101.xml","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass3899_IS_20000101_20120101.xml.htm","False"
"2073","2073_RUN2_Pass3899_USDJPY_VAL","RUN2_Pass3899","RUN2","3899","USDJPY","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass3899.set","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass3899_VAL_20120101_20180101.xml","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass3899_VAL_20120101_20180101.xml.htm","False"
"2074","2074_RUN2_Pass3899_USDJPY_OOS","RUN2_Pass3899","RUN2","3899","USDJPY","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass3899.set","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass3899_OOS_20180101_20260531.xml","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass3899_OOS_20180101_20260531.xml.htm","False"
"2075","2075_RUN2_Pass3899_EURJPY_IS","RUN2_Pass3899","RUN2","3899","EURJPY","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass3899.set","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass3899_IS_20000101_20120101.xml","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass3899_IS_20000101_20120101.xml.htm","False"
"2076","2076_RUN2_Pass3899_EURJPY_VAL","RUN2_Pass3899","RUN2","3899","EURJPY","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass3899.set","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass3899_VAL_20120101_20180101.xml","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass3899_VAL_20120101_20180101.xml.htm","False"
"2077","2077_RUN2_Pass3899_EURJPY_OOS","RUN2_Pass3899","RUN2","3899","EURJPY","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass3899.set","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass3899_OOS_20180101_20260531.xml","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass3899_OOS_20180101_20260531.xml.htm","False"
"2078","2078_RUN2_Pass3899_XAUUSD_IS","RUN2_Pass3899","RUN2","3899","XAUUSD","Metals","IS","2006.04.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass3899.set","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass3899_IS_20060401_20120101.xml","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass3899_IS_20060401_20120101.xml.htm","False"
"2079","2079_RUN2_Pass3899_XAUUSD_VAL","RUN2_Pass3899","RUN2","3899","XAUUSD","Metals","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass3899.set","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass3899_VAL_20120101_20180101.xml","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass3899_VAL_20120101_20180101.xml.htm","False"
"2080","2080_RUN2_Pass3899_XAUUSD_OOS","RUN2_Pass3899","RUN2","3899","XAUUSD","Metals","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass3899.set","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass3899_OOS_20180101_20260531.xml","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass3899_OOS_20180101_20260531.xml.htm","False"
